,type,action
1239,care.vice,"CHAR_0 talk son , plan punishment repay damage do ."
1240,care.vice,CHAR_0 decide forgive boss mistreat past .
1241,care.vice,CHAR_0 tell parent molest say want go school .
1242,care.vice,CHAR_0 decide get rid everything own destroy possession life .
1243,care.vice,CHAR_0 tell wife indoor voice might kill pigeon feed human food .
1244,care.vice,CHAR_0 get loud hollowly threaten nephew physical harm nephew misbehave again .
1245,care.vice,CHAR_0 start cry tell principal pent feeling he be skip promise well .
1246,care.vice,CHAR_0 run office angrily slam door hard break office window cause thousand dollar damage .
1247,care.vice,CHAR_0 tell winner look fat ugly swimsuit girl start cry .
1248,care.vice,CHAR_0 decide take life order escape tormentor .
1249,care.vice,CHAR_0 punch man face cause fall backwards floor .
1250,care.vice,CHAR_0 get wound disagreement punch stranger walk away .
1251,care.vice,CHAR_0 run qualify heat knee injury go minor one major one .
1252,care.vice,one night CHAR_0 sneak neighbor yard kill dog .
1253,care.vice,"CHAR_0 withdraw talk anyone , hurt express feeling ."
1254,care.vice,CHAR_0 swipe last one uncle 's prescription pain killer replace vitamin .
1255,care.vice,CHAR_0 threaten beat kid let play they .
1256,care.vice,CHAR_0 put bandaid wound drive hospital get stitch .
1257,care.vice,CHAR_0 tell family never fully leave love despite abuse .
1258,care.vice,CHAR_0 vote man convict molest child .
1259,care.vice,"CHAR_0 insult Cole 's intelligence , punch he ."
1260,care.vice,"CHAR_0 's dad explain violence never answer , report bully teacher ."
1261,care.vice,CHAR_0 tell doctor chronic back issue order get prescription pain medicine .
1262,care.vice,CHAR_0 kick groin wrap arm around he be writhe pain .
1263,care.vice,CHAR_0 punch oppose player mouth .
1264,care.vice,CHAR_0 punch wall try scare wife tell money go quickly .
1265,care.vice,CHAR_0 sign share petition call police officer hold accountable kill unarmed black people .
1266,care.vice,CHAR_0 kill Derek consume Derek 's roasted corpse dinner .
1267,care.vice,CHAR_0 overdose pill can not take pain anymore .
1268,care.vice,CHAR_0 stay silent watch teacher continue mistreat classmate .
1269,care.vice,"CHAR_0 confront father , tells hurt around ."
1270,fairness.virtue,CHAR_0 say in - law make small talk minute .
1271,fairness.virtue,CHAR_0 tell friend dress right offer help find flattering one .
1272,fairness.virtue,CHAR_0 run honest campaign follow commitment .
1273,fairness.virtue,"CHAR_0 listen customer 's complaint offer send replacement right away , question ask ."
1274,fairness.virtue,Caleb tell CHAR_0 able play toy child finish calm right away .
1275,fairness.virtue,"Ginnie tell boyfriend CHAR_0 need right now , make plan later date ."
1276,fairness.virtue,CHAR_0 finish homework right away begin play video game .
1277,fairness.virtue,CHAR_0 tell classmate right answer offer help school .
1278,fairness.virtue,"Jake tell CHAR_0 let bully he , he be move take revenge CHAR_0"
1279,fairness.virtue,"CHAR_0 tell father think fair , he be happy he ."
1280,fairness.virtue,"CHAR_0 tell Darrell good quality resume , right kind experience position ."
1281,fairness.virtue,CHAR_0 keep tell worthless person can not anything right way explain suffering .
1282,fairness.virtue,CHAR_0 jump two boy stop fight right there .
1283,fairness.virtue,"Keith tell CHAR_0 experience little short they be look for , quite right qualification ."
1284,fairness.virtue,CHAR_0 go boss ask take personal time leave right away .
1285,fairness.virtue,CHAR_0 ask boss could excuse pay due illness .
1286,fairness.virtue,CHAR_0 buy extra item money figure work repayment mother - in - law later .
1287,fairness.virtue,CHAR_0 sign slip right away head get nail do .
1288,fairness.virtue,CHAR_0 make time child whenever possible teach right wrong well explore interest .
1289,fairness.virtue,CHAR_0 honest Jessica come confident compliment she .
1290,fairness.virtue,CHAR_0 stop fill gas station punch right time .
1291,fairness.virtue,CHAR_0 decide invite mother law father law wedding .
1292,fairness.virtue,CHAR_0 keep eventually find job right he .
1293,fairness.virtue,"CHAR_0 honest parent , know may get ground ."
1294,fairness.virtue,"CHAR_0 ask one friend float loan night , repay get paycheck ."
1295,fairness.virtue,"CHAR_0 get right dish customer , serve food , clock out ."
1296,fairness.virtue,CHAR_0 tell kid calmly loiter illegal law people feel safe walk certain area go home .
1297,fairness.virtue,CHAR_0 slow wait car right lane drive past .
1298,fairness.virtue,CHAR_0 pffoer friend fair rate take party planning job .
1299,fairness.virtue,"CHAR_0 work hard pursue master degree , manager agree promote supervisor due good performance ."
1300,fairness.virtue,CHAR_0 make sandwich right finish feeding dog .
1301,fairness.virtue,"CHAR_0 encourage lawyer , tells give even give good advice ."
1302,fairness.virtue,CHAR_0 delete voicemail start get ready go work right away .
1303,fairness.virtue,CHAR_0 play fair game poke .
1304,fairness.virtue,CHAR_0 go doctor treat mental problem due stress .
1305,fairness.virtue,"CHAR_0 tell friend God say human equal , love couple ."
1306,fairness.virtue,CHAR_0 notice acquaintance steal money alert security guard right away .
1307,fairness.virtue,CHAR_0 join date group specifically single parent future partner know kid right bat .
1308,fairness.virtue,""" CHAR_0 raise fist scream "" "" all right , yeah ! "" "" begin clap hand loudly comedian . """
1309,fairness.virtue,CHAR_0 tell husband plan trip AC ask trust away .
1310,fairness.virtue,CHAR_0 decide split inheritance give son equal share two son .
1311,fairness.virtue,"CHAR_0 let friend know watch child right now , catch phone ."
1312,fairness.virtue,Greg pay CHAR_0 fair price day work .
1313,fairness.virtue,CHAR_0 forthright work experience impress interviewer honesty respect company .
1314,fairness.virtue,CHAR_0 ask in - law wait moment wants hear rest story offer get another drink .
1315,fairness.virtue,CHAR_0 carefully drive school obey traffic law .
1316,fairness.virtue,CHAR_0 admit wife right argument order get along she .
1317,fairness.virtue,CHAR_0 realize good revenge live well get makeover .
1318,fairness.virtue,CHAR_0 look grief councilor make appointment go see right away .
1319,fairness.virtue,CHAR_0 tell mother - in - law food prepare delicious .
1320,fairness.virtue,"CHAR_0 tell mother - in - law food taste like garbage , stand it ."
1321,fairness.virtue,CHAR_0 lure stray food decide adopt gain trust .
1322,fairness.virtue,CHAR_0 physically assault neighbor retaliation robbery .
1323,fairness.virtue,CHAR_0 honest recruiter lacking qualification say work towards getting hire .
1324,fairness.virtue,CHAR_0 calmly discuss issue relationship Janice say right together .
1325,fairness.virtue,CHAR_0 point brother game 's rule book clearly state CHAR_0 try say right .
1326,fairness.virtue,CHAR_0 throw food trash right front homeless man .
1327,fairness.virtue,CHAR_0 lawyer draw contract split parent estate equally sibling .
1328,fairness.virtue,CHAR_0 stay right - most lane relatively close time need turn .
1329,fairness.virtue,CHAR_0 due diligence hire professional pet sitter .
1330,fairness.virtue,zach paint parent ' fence order earn extra cash able pay rent repay CHAR_0
1331,fairness.virtue,CHAR_0 calmly explain truth mention want honest .
1332,fairness.virtue,CHAR_0 obey law enlist military dictate selective service .
1333,fairness.virtue,CHAR_0 make stay get back home sleep right away .
1334,fairness.virtue,CHAR_0 ask Bob take Bob live right airport .
1335,fairness.virtue,CHAR_0 tell Daniel lay due reconstruction company .
1336,fairness.virtue,CHAR_0 go woman ask point right direction .
1337,fairness.virtue,CHAR_0 charge high fair rate service .
1338,fairness.virtue,"CHAR_0 report suspicious activity neighbor , report police right away ."
1339,fairness.virtue,CHAR_0 call 911 phone right away help injure man .
1340,fairness.virtue,CHAR_0 give compelling speech get right point .
1341,fairness.virtue,CHAR_0 invite friend suggest dress like various avenger .
1342,fairness.virtue,CHAR_0 apply top tier law school .
1343,fairness.virtue,CHAR_0 apologize bring customer correct drink right away .
1344,fairness.virtue,CHAR_0 march right woman ask cry demand know .
1345,fairness.virtue,"CHAR_0 introduce walk visitor administration building , guide right place ."
1346,fairness.virtue,CHAR_0 honest resume spend extra time prepare interview .
1347,fairness.virtue,CHAR_0 give equal amount work everyone .
1348,fairness.virtue,"CHAR_0 tell referee opponent 's do , referee warn opponent ."
1349,fairness.virtue,"CHAR_0 leave little early drive reasonable speed , follow traffic law ."
1350,fairness.virtue,CHAR_0 call boss ask take pay sick day due illness .
1351,fairness.virtue,CHAR_0 see game trust website $ 300 buy there .
1352,fairness.virtue,CHAR_0 ask boss referee game near future .
1353,fairness.virtue,CHAR_0 remind daughter value raise trust make right choice .
1354,fairness.virtue,CHAR_0 open honest spouse let know relationship transgression .
1355,fairness.virtue,CHAR_0 reconsider views figure whether right position .
1356,fairness.virtue,"CHAR_0 start date woman , honest attract man too , accept , move together ."
1357,fairness.virtue,CHAR_0 talk in - law tell important receive money owe she .
1358,fairness.virtue,CHAR_0 decide work due later week want spoil worker .
1359,fairness.virtue,CHAR_0 join Tinder swipe right everyone get match .
1360,fairness.virtue,Mike give worker equal work load perform .
1361,fairness.virtue,CHAR_0 research resident ' legal right situation lead resident get justice landlord .
1362,fairness.virtue,CHAR_0 call lawyer hire represent son .
1363,fairness.virtue,"CHAR_0 present fair case , rely confidential information client ."
1364,fairness.virtue,CHAR_0 share interesting story past comfortable honest about .
1365,fairness.virtue,"Kelli tell 's CHAR_0 sit tight , right pick leave note tow truck driver ."
1366,fairness.virtue,CHAR_0 drive carefully way friend 's house make sure obey traffic law .
1367,fairness.virtue,CHAR_0 work hard make resume impressive professional possible still honest accurate .
1368,fairness.virtue,CHAR_0 honest parent sexual preference .
1369,fairness.virtue,CHAR_0 tell father he will right away .
1370,fairness.virtue,CHAR_0 wait store 's attendant return restroom lawfully purchase sandwich chip .
1371,fairness.virtue,CHAR_0 open honest therapist .
1372,fairness.virtue,CHAR_0 decide pay child support due month .
1373,fairness.virtue,CHAR_0 realize mother right outfit tells go change .
1374,fairness.virtue,CHAR_0 decide fun post site try earn karma way .
1375,fairness.virtue,CHAR_0 go living room watch game father - in - law .
1376,fairness.virtue,CHAR_0 decide honest laugh party people .
1377,fairness.virtue,CHAR_0 spend equal amount time serve everyone .
1378,fairness.virtue,bailey set meet Jared CHAR_0 encourage Jared completely honest boss .
1379,fairness.virtue,CHAR_0 deep talk reveal embarasse past Christi want honest .
1380,fairness.virtue,CHAR_0 tell Sergeant since it would law .
1381,fairness.virtue,CHAR_0 make sure pay car due date .
1382,fairness.virtue,Dania share insecurity trust text CHAR_0 leave area .
1383,fairness.virtue,"CHAR_0 act way online real life , honest work ."
1384,fairness.virtue,Sun smile CHAR_0 offer repay CHAR_0 help he .
1385,fairness.virtue,"CHAR_0 ask Barista anything get coffee quickly , explain need get work right away ."
1386,fairness.virtue,CHAR_0 focus actual project fair rather rival .
1387,fairness.virtue,CHAR_0 make sure homework assignment spend fair amount time reading play Halo .
1388,fairness.virtue,Shannon use honest photo profile set dinner date meet CHAR_0
1389,fairness.virtue,CHAR_0 show Nick 's house right eight o'clock .
1390,fairness.virtue,"char_0 interject that , appreciate father law effort provide everyone good meal , already selection mind himself ."
1391,fairness.virtue,Nicole calmly explain reason think right .
1392,fairness.virtue,CHAR_0 use money save mow law buy ice cream cone .
1393,fairness.virtue,"even though involve racial justice movement , CHAR_0 acknowledge racist feeling ."
1394,fairness.virtue,CHAR_0 tell father would glad help he will right over .
1395,fairness.virtue,CHAR_0 decide happy well compensated employee well business encourage unionize .
1396,fairness.virtue,CHAR_0 enjoy sip glass Chardonnay good conversation in - law Debbie .
1397,fairness.virtue,CHAR_0 park right side street .
1398,fairness.virtue,"CHAR_0 tell family school trouble due unfair teacher , well ."
1399,fairness.virtue,"CHAR_0 adopt pit bull which , due naturally violent tendency towards dog , kill pug dog park ."
1400,fairness.virtue,CHAR_0 honest upfront past job history .
1401,fairness.virtue,CHAR_0 honest ability interview .
1402,fairness.virtue,CHAR_0 arrive right time dental appointment .
1403,fairness.virtue,"CHAR_0 tell black man cut front go back line , since would fair everyone ."
1404,fairness.virtue,"CHAR_0 talk son , plan punishment repay damage do ."
1405,fairness.virtue,Olivia decide pay CHAR_0 fair wage plus bonus good work .
